NM_VOTAVEL,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,QT_VOTOS
CRISTIANO DA SILVA DANGELO,MANAUS,59,2186,E. M. PROF. AGENOR FERREIRA LIMA,5
CRISTIANO DA SILVA DANGELO,MANAUS,59,2240,E. E. PROF. ARISTOTELES COMTE DE ALENCAR,5
CRISTIANO DA SILVA DANGELO,MANAUS,62,1562,E. M. NOSSA SENHORA DA PAZ,5
CRISTIANO DA SILVA DANGELO,MANAUS,62,1880,E. M. ESMERALDA SOARES NEVES,5
CRISTIANO DA SILVA DANGELO,MANAUS,63,1740,E. M. PRESIDENTE TANCREDO NEVES,5
CRISTIANO DA SILVA DANGELO,MANAUS,63,1791,E. M. ANTONINA BORGES DE SÁ,5
CRISTIANO DA SILVA DANGELO,MANAUS,63,1821,E. M. FRANCISCA MENDES,5
CRISTIANO DA SILVA DANGELO,MANAUS,63,1910,E. E. PROFª. BERNARDETE DO SOCORRO TRINDADE DA ROCHA,5
CRISTIANO DA SILVA DANGELO,MANAUS,68,1740,E. M. RAUL DE QUEIROZ MENEZES VEIGA,5
CRISTIANO DA SILVA DANGELO,MANAUS,68,1830,E. E. DE TEMPO INTEGRAL IRMA GABRIELLIE COGELS,5
CRISTIANO DA SILVA DANGELO,MANAUS,70,1813,E. M. DR. ARISTÓFANES BEZERRA DE CASTRO,5
CRISTIANO DA SILVA DANGELO,MARAÃ,49,1082,E. M. PROF. DARCY BARBOSA LITAIFF,5
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1031,E. E. PADRE JORGE FREZZINI,5
CRISTIANO DA SILVA DANGELO,SANTO ANTÔNIO DO IÇÁ,47,1147,E. M.  ZENITH RAMOS,5
CRISTIANO DA SILVA DANGELO,SÃO GABRIEL DA CACHOEIRA,19,1082,C. E. SÃO GABRIEL,5
CRISTIANO DA SILVA DANGELO,SÃO PAULO DE OLIVENÇA,22,1180,E. E. MONSENHOR EVANGELISTA DE CEFALÔNIA,5
CRISTIANO DA SILVA DANGELO,TABATINGA,36,1155,E. M. SÃO SEBASTIÃO,5
CRISTIANO DA SILVA DANGELO,TAPAUÁ,38,1058,E. M. ALEXANDRE AMORIM,5
CRISTIANO DA SILVA DANGELO,TEFÉ,9,1074,E. M. PROF. DOROTEIA BEZERRA DOS SANTOS,5
CRISTIANO DA SILVA DANGELO,URUCURITUBA,3,1015,GINASIO MARIA ARRUDA,5
CRISTIANO DA SILVA DANGELO,ALVARÃES,60,1066,E. E. GILBERTO MESTRINHO,4
CRISTIANO DA SILVA DANGELO,APUÍ,67,1040,E. E. PROF. MARIA CURTARELLI LIRA,4
CRISTIANO DA SILVA DANGELO,AUTAZES,35,1023,E. E. RAMUNDO SÁ,4
CRISTIANO DA SILVA DANGELO,AUTAZES,35,1457,E. M. MARQUINA CORDOVIL GUIMARÃES,4
CRISTIANO DA SILVA DANGELO,BARREIRINHA,26,1210,E. M. SANTA MARIA,4
CRISTIANO DA SILVA DANGELO,BARREIRINHA,26,1260,E. M. CAMPOS MOREIRA,4
CRISTIANO DA SILVA DANGELO,CAREIRO,23,1376,E. M. 22 DE SETEMBRO,4
CRISTIANO DA SILVA DANGELO,CAREIRO DA VÁRZEA,31,1228,E. M. SIMPLICIO CIPRIANO DOS SANTOS,4
CRISTIANO DA SILVA DANGELO,COARI,8,1058,E. E. MARIA ALMEIDA DO NASCIMENTO,4
CRISTIANO DA SILVA DANGELO,COARI,8,1066,E. E. NOSSA SENHORA DO PERPETUO SOCORRO,4
CRISTIANO DA SILVA DANGELO,COARI,8,1210,E. E. TOME DE MEDEIROS RAPOSO,4
CRISTIANO DA SILVA DANGELO,CODAJÁS,7,1740,E. M. JACINTO BARBOSA AZEVEDO,4
CRISTIANO DA SILVA DANGELO,FONTE BOA,10,1015,E. E. SÃO JOSÉ,4
CRISTIANO DA SILVA DANGELO,HUMAITÁ,17,1066,E. E. CÂNDIDA AREAL SOUTO,4
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1791,E. E. PROF. MIRTES ROSA DE MENDONÇA,4
CRISTIANO DA SILVA DANGELO,ITAMARATI,69,1112,CECI,4
CRISTIANO DA SILVA DANGELO,JAPURÁ,48,1040,E. E. CASTELO BRANCO,4
CRISTIANO DA SILVA DANGELO,MANAUS,1,2135,E. E. ANGELO RAMAZZOTTI,4
CRISTIANO DA SILVA DANGELO,MANAUS,1,2283,INSTITUTO DE EDUCACAO DO AMAZONAS,4
CRISTIANO DA SILVA DANGELO,MANAUS,1,2330,CENTRO DE REFERÊNCIA DA FAMÍLIA ANDRÉ ARAÚJO - CECF,4
CRISTIANO DA SILVA DANGELO,MANAUS,1,2470,FAMETRO UNIDADE CACHOEIRINHA,4
CRISTIANO DA SILVA DANGELO,MANAUS,1,2488,FACULDADE SANTA TERESA RECEBEU AS SEÇOES DA E E LEONOR SANTIAGO MOURÃO,4
CRISTIANO DA SILVA DANGELO,MANAUS,31,1988,E. E. PROF. ROXANA PEREIRA BONESSE,4
CRISTIANO DA SILVA DANGELO,MANAUS,31,2070,E. M. THALLES SILVESTRE,4
CRISTIANO DA SILVA DANGELO,MANAUS,31,2178,E. E. LEOPOLDO NEVES,4
CRISTIANO DA SILVA DANGELO,MANAUS,32,2283,E. DE EDUCAÇÃO PROFISSIONAL PADRE ESTÉLIO DALISON,4
CRISTIANO DA SILVA DANGELO,MANAUS,32,2291,E. M. PROF. PERCILIA DO NASCIMENTO SOUZA,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,1759,E. M. VILLA LOBOS,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,1830,E. E. SANTANA,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,1856,CMEI MAESTRO DIRSON COSTA,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,1902,CMEI MARIA CLARA MACHADO,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,1929,E. M. MARIA LIRA PEREIRA,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,1988,E. E. NATALIA UCHOA,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,2003,E. E. LUCINDA FELIX DE AZEVEDO,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,2011,E. E. BENICIO LEAO,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,2070,CMEI JOAO BARBOSA,4
CRISTIANO DA SILVA DANGELO,MANAUS,37,2089,E. M. PE. SEBASTIAO LUIZ DOS SANTOS PUGA BARBOSA,4
CRISTIANO DA SILVA DANGELO,MANAUS,40,1694,E. M. ELINEA FOLHADELA,4
CRISTIANO DA SILVA DANGELO,MANAUS,58,1910,E. M. PROF SULAMITA PEREIRA GONÇALVES.,4
CRISTIANO DA SILVA DANGELO,MANAUS,58,1996,E. M. PROF. JULIO CESAR DE MORAES PASSOS,4
CRISTIANO DA SILVA DANGELO,MANAUS,59,2178,E. M. ETELVINA PEREIRA BRAGA,4
CRISTIANO DA SILVA DANGELO,MANAUS,59,2208,CEMEI UMBERTO CALDERARO,4
CRISTIANO DA SILVA DANGELO,MANAUS,59,2283,E. M. NOSSA SENHORA DAS GRAÇAS,4
CRISTIANO DA SILVA DANGELO,MANAUS,63,1694,E. M. PEQUENO PRINCIPE,4
CRISTIANO DA SILVA DANGELO,MANAUS,63,1759,E. M. HONORINA VASCONCELOS,4
CRISTIANO DA SILVA DANGELO,MANAUS,63,2135,E. E. JAIRO DA SILVA ROCHA (ANTIGA DAISAKU IKEDA),4
CRISTIANO DA SILVA DANGELO,MANAUS,65,1740,CMEI PROF DR FELIX VALOIS COELHO,4
CRISTIANO DA SILVA DANGELO,MANAUS,65,1830,CETI DRA ZILDA ARNS NEUMANN,4
CRISTIANO DA SILVA DANGELO,MANAUS,68,1988,E. M FRANCISCO MAIA DE AMORIM,4
CRISTIANO DA SILVA DANGELO,MANAUS,70,1864,E. M. OLGA FIGUEIREDO,4
CRISTIANO DA SILVA DANGELO,MANICORÉ,16,1406,E. E. ARISTEU DAS NEVES BICHO,4
CRISTIANO DA SILVA DANGELO,MANICORÉ,16,1490,C. E. MARTA FERREIRA,4
CRISTIANO DA SILVA DANGELO,MARAÃ,49,1066,E. E. DE 1 GRAU SENADOR JOAO BOSCO RAMOS DE LIMA,4
CRISTIANO DA SILVA DANGELO,NHAMUNDÁ,43,1317,E. M. VEREADOR SEBASTIÃO ANDRADE MACHADO,4
CRISTIANO DA SILVA DANGELO,NOVA OLINDA DO NORTE,35,1015,E. M. MARIA DE FÁTIMA PACHECO,4
CRISTIANO DA SILVA DANGELO,NOVA OLINDA DO NORTE,35,1112,E. E. PROF. JOSÉ PAULA DE SÁ,4
CRISTIANO DA SILVA DANGELO,NOVO ARIPUANÃ,29,1015,E. E. PROF. FRANCISCO SA,4
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1147,E. E. SENADOR JOAO BOSCO,4
CRISTIANO DA SILVA DANGELO,PAUINI,44,1074,E. M. LUIZ VENANCIO,4
CRISTIANO DA SILVA DANGELO,SANTA ISABEL DO RIO NEGRO,30,1147,E. M. INDÍGENA SÃO TOMÉ,4
CRISTIANO DA SILVA DANGELO,TABATINGA,36,1252,E. E. PROFº RAIMUNDO DA SILVA CARVALHO,4
CRISTIANO DA SILVA DANGELO,TONANTINS,47,1082,E. M. SÃO JOSE DO AMPARO,4
CRISTIANO DA SILVA DANGELO,URUCARÁ,27,1090,E. M. CESARIA SANTANA,4
CRISTIANO DA SILVA DANGELO,URUCURITUBA,3,1066,E. M. NOSSA SENHORA DO PERPÉTUO SOCORRO,4
CRISTIANO DA SILVA DANGELO,ANORI,33,1104,E. M. NOVA UNIÃO,3
CRISTIANO DA SILVA DANGELO,AUTAZES,35,1015,E. E. ISAURA TORRES DA SILVA,3
CRISTIANO DA SILVA DANGELO,BENJAMIN CONSTANT,20,1066,E. M. OLAVO BILAC,3
CRISTIANO DA SILVA DANGELO,BENJAMIN CONSTANT,20,1171,E. M. SOFIA BARBOSA,3
CRISTIANO DA SILVA DANGELO,BOA VISTA DO RAMOS,5,1082,E. M. SOCORRO PEREIRA II,3
CRISTIANO DA SILVA DANGELO,CAREIRO,23,1350,G. P. ARTHUR CAETANO,3
CRISTIANO DA SILVA DANGELO,CAREIRO DA VÁRZEA,31,1066,E. M. BALBINA MESTRINHO,3
CRISTIANO DA SILVA DANGELO,COARI,8,1082,INSTITUTO BEREANO DE COARI,3
CRISTIANO DA SILVA DANGELO,COARI,8,1198,E. E. IRACY LEITAO,3
CRISTIANO DA SILVA DANGELO,CODAJÁS,7,1708,E. M. PROF. APRÍGIO DO NASCIMENTO,3
CRISTIANO DA SILVA DANGELO,EIRUNEPÉ,11,1260,E. M. INSITUTO CRISTÃO DE EDUCAÇÃO INFANTIL MARIA DOS ANJOS,3
CRISTIANO DA SILVA DANGELO,HUMAITÁ,17,1074,E. E. DUQUE DE CAXIAS,3
CRISTIANO DA SILVA DANGELO,HUMAITÁ,17,1171,E. M. DOM BOSCO,3
CRISTIANO DA SILVA DANGELO,HUMAITÁ,17,1449,UFAM - CAMPUS ACADÊMICO,3
CRISTIANO DA SILVA DANGELO,IRANDUBA,56,1074,E. M. SÃO CRISTÓVÃO,3
CRISTIANO DA SILVA DANGELO,IRANDUBA,56,1171,POSTO DE SAÚDE NO AÇUTUBA,3
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1112,E. E. DEP. VITAL DE MENDONÇA,3
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1139,E. E. MARIA IVONE DE ARAÚJO,3
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1287,E. M. DOM PAULO,3
CRISTIANO DA SILVA DANGELO,ITAMARATI,69,1015,E. E. FRANCIDENE SOARES BARROSO,3
CRISTIANO DA SILVA DANGELO,ITAMARATI,69,1074,E. M. DE REGIME INTEGRAL PROF. MAGIDE TEIXEIRA DE PAULA,3
CRISTIANO DA SILVA DANGELO,ITAMARATI,69,1090,E. M. TAVEIRA LEITE,3
CRISTIANO DA SILVA DANGELO,ITAPIRANGA,24,1015,E. E. PROF. TEREZA SANTOS,3
CRISTIANO DA SILVA DANGELO,JURUÁ,50,1023,E. E. PROF. ROMERITO DA SILVA BRITO,3
CRISTIANO DA SILVA DANGELO,JUTAÍ,41,1120,E. E. IRMA BRUNA,3
CRISTIANO DA SILVA DANGELO,LÁBREA,12,1600,E. M. SÃO FRANCISCO,3
CRISTIANO DA SILVA DANGELO,MANAUS,1,1996,IFAM - INST FED DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO AMAZONAS,3
CRISTIANO DA SILVA DANGELO,MANAUS,1,2046,E. E. PLÁCIDO SERRANO,3
CRISTIANO DA SILVA DANGELO,MANAUS,1,2208,FAMETRO UNIDADE CACHOEIRINHA,3
CRISTIANO DA SILVA DANGELO,MANAUS,1,2216,E. M. DE EDUCACAO ESPECIAL ANDRE VIDAL DE ARAUJO,3
CRISTIANO DA SILVA DANGELO,MANAUS,31,1902,E. M. JOÃO VALENTE,3
CRISTIANO DA SILVA DANGELO,MANAUS,31,1970,E. M. IRMÃ IDELVIRA DE SOUTO CABRAL,3
CRISTIANO DA SILVA DANGELO,MANAUS,31,2089,E. E. JOSE CARLOS MESTRINHO,3
CRISTIANO DA SILVA DANGELO,MANAUS,31,2143,E. E. N. S. DA DIVINA PROVIDENCIA,3
CRISTIANO DA SILVA DANGELO,MANAUS,32,1988,E. M. SÃO DIMAS,3
CRISTIANO DA SILVA DANGELO,MANAUS,32,2003,E. M. PAULA FRASSINETTI,3
CRISTIANO DA SILVA DANGELO,MANAUS,32,2020,E. M. GUILHERME BARBOSA BARKER,3
CRISTIANO DA SILVA DANGELO,MANAUS,32,2100,E. M. MONSENHOR FRANCISCO DA SILVEIRA PINTO,3
CRISTIANO DA SILVA DANGELO,MANAUS,32,2232,E. M. FRANCISCA GOMES MENDES,3
CRISTIANO DA SILVA DANGELO,MANAUS,32,2305,E. DE EDUCAÇÃO PROFISSIONAL PADRE ESTÉLIO DALISON,3
CRISTIANO DA SILVA DANGELO,MANAUS,37,1813,E. M. THOMAS MEIRELLES,3
CRISTIANO DA SILVA DANGELO,MANAUS,37,2046,CMEI FERNANDO TRIGUEIRO,3
CRISTIANO DA SILVA DANGELO,MANAUS,40,1554,E. E. PROF. WALDIR GARCIA,3
CRISTIANO DA SILVA DANGELO,MANAUS,40,1767,E. E. GONCALVES DIAS,3
CRISTIANO DA SILVA DANGELO,MANAUS,58,1872,E. E. PROF. SEBASTIANA BRAGA,3
CRISTIANO DA SILVA DANGELO,MANAUS,58,2089,CEMEI PROF. ROSENDO NETO DE LIMA,3
CRISTIANO DA SILVA DANGELO,MANAUS,59,2216,E. E. PADRE LUIS RUAS,3
CRISTIANO DA SILVA DANGELO,MANAUS,59,2232,E. E. CACILDA BRAULE PINTO,3
CRISTIANO DA SILVA DANGELO,MANAUS,62,1635,E. E. MARIA RODRIGUES TAPAJÓS,3
CRISTIANO DA SILVA DANGELO,MANAUS,63,1805,E. M. CAROLINA PEROLINA RAIMUNDA ALMEIDA,3
CRISTIANO DA SILVA DANGELO,MANAUS,63,1864,E. M. PROF. RICARDO PEREIRA PARENTE (OPÇÃO PARA O ALFREDO LINHARES),3
CRISTIANO DA SILVA DANGELO,MANAUS,63,1929,E. M. ALBÉRICO ANTUNES DE OLIVEIRA,3
CRISTIANO DA SILVA DANGELO,MANAUS,63,2127,E. M. CATARINA PAZ DA COSTA (ALUGADO. ANTIGA JULIA BARJONA LABRE),3
CRISTIANO DA SILVA DANGELO,MANAUS,65,1635,E. M. PROF. SERGIO AUGUSTO PARÁ,3
CRISTIANO DA SILVA DANGELO,MANAUS,65,1767,E. M. PROF RAIMUNDA ENEIDA CERQUINHO DA SILVA.,3
CRISTIANO DA SILVA DANGELO,MANAUS,65,1805,E. E. LECITA FONSECA RAMOS,3
CRISTIANO DA SILVA DANGELO,MANAUS,68,1791,E. M. POETA MARIO DE MIRANDA QUINTANA,3
CRISTIANO DA SILVA DANGELO,MANAUS,68,1821,E. M. IVONE MARIA BARBOSA E SILVA,3
CRISTIANO DA SILVA DANGELO,MANAUS,70,1970,CECF PROFA. TEONÍZIA LOBO DE CARVALHO,3
CRISTIANO DA SILVA DANGELO,MANAUS,70,2038,EMEF. MIGUEL ARRAES DE ALENCAR,3
CRISTIANO DA SILVA DANGELO,MANICORÉ,16,1058,E. E. EDUCANDARIO NOSSA SENHORA DAS GRACAS,3
CRISTIANO DA SILVA DANGELO,MANICORÉ,16,1201,E. M. SAO JOSE,3
CRISTIANO DA SILVA DANGELO,MAUÉS,5,1325,E. M. INDÍGENA WASIRI,3
CRISTIANO DA SILVA DANGELO,NOVA OLINDA DO NORTE,35,1023,E. E. PROFª. ZABEL BARRONCAS,3
CRISTIANO DA SILVA DANGELO,NOVA OLINDA DO NORTE,35,1139,U.E.A. - UNIVERSIDADE DO ESTADO DO AMAZONAS,3
CRISTIANO DA SILVA DANGELO,NOVO AIRÃO,34,1163,E. M. OLAVO BILAC,3
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1236,E. E. ADERSON DE MENEZES,3
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1244,E. E. NOSSA SENHORA DO CARMO,3
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1295,E. E. GENTIL BELEM,3
CRISTIANO DA SILVA DANGELO,SANTO ANTÔNIO DO IÇÁ,47,1023,E. E.  SANTO ANTONIO,3
CRISTIANO DA SILVA DANGELO,SÃO GABRIEL DA CACHOEIRA,19,1643,E. E. DOM JOÃO MARCHESI,3
CRISTIANO DA SILVA DANGELO,SÃO PAULO DE OLIVENÇA,22,1082,E. E. LAURO DE ALMEIDA CASTELO BRANCO,3
CRISTIANO DA SILVA DANGELO,SÃO PAULO DE OLIVENÇA,22,1104,E. E. POGÜTA,3
CRISTIANO DA SILVA DANGELO,TABATINGA,36,1198,E. M. INDÍGENA MARECHAL RONDON,3
CRISTIANO DA SILVA DANGELO,TABATINGA,36,1236,E. M. INDÍGENA OI TCHURUNE,3
CRISTIANO DA SILVA DANGELO,TABATINGA,36,1244,I. F. AMAZONAS - IFAM,3
CRISTIANO DA SILVA DANGELO,TEFÉ,9,1112,E. E. CORINTHO BORGES FACANHA,3
CRISTIANO DA SILVA DANGELO,TEFÉ,9,1597,E. E. PROF. NAZIRA LITAIFF MORIZ,3
CRISTIANO DA SILVA DANGELO,TONANTINS,47,1023,E. M. DE SÃO FRANCISCO DE ASSIS,3
CRISTIANO DA SILVA DANGELO,APUÍ,67,1023,E. M. CRECHE DOCE LAR IRMA INES,2
CRISTIANO DA SILVA DANGELO,APUÍ,67,1171,E. M. CRECHE SANTA TEREZINHA,2
CRISTIANO DA SILVA DANGELO,ATALAIA DO NORTE,42,1066,E. E. PROF. TEREZA LEMOS DE OLIVEIRA SANTOS,2
CRISTIANO DA SILVA DANGELO,AUTAZES,35,1040,E. M. PROF. ZIMA CABRAL,2
CRISTIANO DA SILVA DANGELO,BARREIRINHA,26,1066,E. E. JACY DUTRA,2
CRISTIANO DA SILVA DANGELO,BARREIRINHA,26,1384,E. E. SENADOR JOÃO BOSCO RAMOS DE LIMA,2
CRISTIANO DA SILVA DANGELO,BENJAMIN CONSTANT,20,1074,E. E. CEL RAIMUNDO CUNHA,2
CRISTIANO DA SILVA DANGELO,BOCA DO ACRE,14,1244,E. M. INÁCIO VAZ DE AGUIAR,2
CRISTIANO DA SILVA DANGELO,CANUTAMA,13,1058,E. E. TANCREDO DE ALMEIDA NEVES,2
CRISTIANO DA SILVA DANGELO,CARAUARI,21,1201,E. E. CARAUARI,2
CRISTIANO DA SILVA DANGELO,CAREIRO,23,1228,E. M. ARTUR MENEZES DE OLIVEIRA,2
CRISTIANO DA SILVA DANGELO,CAREIRO DA VÁRZEA,31,1023,E. E. FREI ISIDORO YRIGOEN,2
CRISTIANO DA SILVA DANGELO,CAREIRO DA VÁRZEA,31,1074,E. E. CORONEL FIUZA,2
CRISTIANO DA SILVA DANGELO,CAREIRO DA VÁRZEA,31,1295,E. M. FRANCISCO ROQUE FILHO,2
CRISTIANO DA SILVA DANGELO,COARI,8,1201,E. E. D MARIO,2
CRISTIANO DA SILVA DANGELO,CODAJÁS,7,1600,E. M. VITORINO LÚCIO BARBOZA,2
CRISTIANO DA SILVA DANGELO,CODAJÁS,7,1619,E. M. SAULO DE TARSO,2
CRISTIANO DA SILVA DANGELO,CODAJÁS,7,1724,E. M. PROF. COLOMBO CUNHA,2
CRISTIANO DA SILVA DANGELO,EIRUNEPÉ,11,1252,E. M.  EXPEDITO BARROSO DE ALENCAR,2
CRISTIANO DA SILVA DANGELO,FONTE BOA,10,1090,E. M. NAIR MACIEL CORRÊA - COM. SÃO JOSÉ,2
CRISTIANO DA SILVA DANGELO,GUAJARÁ,45,1023,E. E. JOSE CARLOS MESTRINHO,2
CRISTIANO DA SILVA DANGELO,IRANDUBA,56,1295,E. M. DELPHINA AZIZ,2
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1104,E. E. MENDONÇA FURTADO,2
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1147,C. E. JAMEL AMED,2
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1236,E. E. SENADOR JOÃO BOSCO,2
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1597,E. M. MARIA CONSTÂNCIA PEIXOTO DE PAIVA,2
CRISTIANO DA SILVA DANGELO,ITAMARATI,69,1147,E. M. HELENA PEREIRA DE SÃO BENTO,2
CRISTIANO DA SILVA DANGELO,ITAPIRANGA,24,1104,E. E. QUITO TATIKAWA,2
CRISTIANO DA SILVA DANGELO,JAPURÁ,48,1015,E. E. DOROTHEA DE SOUZA BRAGA,2
CRISTIANO DA SILVA DANGELO,JURUÁ,50,1040,E. M. DALILA LITAIFF,2
CRISTIANO DA SILVA DANGELO,JURUÁ,50,1066,E. E. ARMANDO BERREDO,2
CRISTIANO DA SILVA DANGELO,MANAUS,1,2054,E. E. 1º DE MAIO,2
CRISTIANO DA SILVA DANGELO,MANAUS,1,2062,SENAI,2
CRISTIANO DA SILVA DANGELO,MANAUS,1,2119,FACULDADE DE MEDICINA - UFAM,2
CRISTIANO DA SILVA DANGELO,MANAUS,1,2240,E. M. SERGIO ALFREDO PESSOA FIGUEIREDO,2
CRISTIANO DA SILVA DANGELO,MANAUS,1,2275,E. E. VICENTE SCHETTINI,2
CRISTIANO DA SILVA DANGELO,MANAUS,1,2291,E. M. SERGIO ALFREDO PESSOA FIGUEIREDO,2
CRISTIANO DA SILVA DANGELO,MANAUS,1,2453,COLEGIO NOSSA SENHORA AUXILIADORA (SEÇÕES DO LUIZINHA NASCIMENTO),2
CRISTIANO DA SILVA DANGELO,MANAUS,31,1910,E. E. ISAAC BENZECRY,2
CRISTIANO DA SILVA DANGELO,MANAUS,31,1961,CMEI CORAÇÃO DE JESUS,2
CRISTIANO DA SILVA DANGELO,MANAUS,31,2186,E. E. PAULA ANGELA FRANSSINETTI,2
CRISTIANO DA SILVA DANGELO,MANAUS,32,2070,E. E. SENADOR FLAVIO DA COSTA BRITO,2
CRISTIANO DA SILVA DANGELO,MANAUS,32,2186,E. M. PROF. SEBASTIÃO NORÕES,2
CRISTIANO DA SILVA DANGELO,MANAUS,37,1880,E. E. IZABEL BARRONCAS,2
CRISTIANO DA SILVA DANGELO,MANAUS,37,1953,E. M. PROF. JOSE WANDEMBERG RAMOS LEITE,2
CRISTIANO DA SILVA DANGELO,MANAUS,37,2038,CMEI JURACY FREITAS MACIEL,2
CRISTIANO DA SILVA DANGELO,MANAUS,37,2062,E. M. ISABEL ANGARITA,2
CRISTIANO DA SILVA DANGELO,MANAUS,37,2100,CORPO DE BOMBEIROS DO AMAZONAS,2
CRISTIANO DA SILVA DANGELO,MANAUS,40,1651,E. M. NEUZA DOS SANTOS RIBEIRO,2
CRISTIANO DA SILVA DANGELO,MANAUS,40,1805,E. M. NOSSA SENHORA DE FÁTIMA,2
CRISTIANO DA SILVA DANGELO,MANAUS,59,2143,E. M. PADRE JOAO DVRIES,2
CRISTIANO DA SILVA DANGELO,MANAUS,62,1759,E. M. PROF. GELCY SENA ABRANTIS,2
CRISTIANO DA SILVA DANGELO,MANAUS,62,1899,E. M. CARLOS ANTONIO CARDOSO,2
CRISTIANO DA SILVA DANGELO,MANAUS,63,1716,E. M. CEL JORGE TEIXEIRA DE OLIVEIRA(OPÇÃO PARA O DULCINÉIA TINOCO,2
CRISTIANO DA SILVA DANGELO,MANAUS,63,1899,E. M. ALFREDO LINHARES,2
CRISTIANO DA SILVA DANGELO,MANAUS,63,2020,E. M. PROF. JOÃO CHRYSÓSTOMO DE OLIVEIRA,2
CRISTIANO DA SILVA DANGELO,MANAUS,65,1643,E. E. SEBASTIÃO NORÕES,2
CRISTIANO DA SILVA DANGELO,MANAUS,65,1821,EMEF MADALENA DOS SANTOS COSTA,2
CRISTIANO DA SILVA DANGELO,MANAUS,65,1872,FAMETRO UNIDADE NOVA CIDADE,2
CRISTIANO DA SILVA DANGELO,MANAUS,70,1880,E. M. SEN. DARCY RIBEIRO,2
CRISTIANO DA SILVA DANGELO,MANAUS,70,1899,E. M. IRMA ZENIR DE CASTRO ALVES,2
CRISTIANO DA SILVA DANGELO,MANAUS,70,2194,CECF PROFA. TEONÍZIA LOBO DE CARVALHO,2
CRISTIANO DA SILVA DANGELO,MANICORÉ,16,1066,GRUPO ESCOLAR CONEGO AUGUSTO CUNHA,2
CRISTIANO DA SILVA DANGELO,MANICORÉ,16,1422,E. E. MARIA SA MOTA,2
CRISTIANO DA SILVA DANGELO,MAUÉS,5,1180,E. M. GAP NUIRUHIG,2
CRISTIANO DA SILVA DANGELO,MAUÉS,5,1350,E. M. SERGIO MAZZINE LEITE,2
CRISTIANO DA SILVA DANGELO,NOVO ARIPUANÃ,29,1023,E. E. GUILHERME BUZAGLO,2
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1074,E. E. RYOTA OYAMA,2
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1341,E. E. CABURI,2
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1406,E. M. MARCELINO HENRIQUE,2
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1643,E. M. SANTA LUZIA,2
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1694,E. E. IRMÃ SÁ,2
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1732,E. E. TOMASZINHO MEIRELES,2
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1856,E. M. NOSSA SENHORA DE NAZARE,2
CRISTIANO DA SILVA DANGELO,RIO PRETO DA EVA,68,1180,E. M. LUIS ALBERTO CARVALHO CASTELO,2
CRISTIANO DA SILVA DANGELO,SANTA ISABEL DO RIO NEGRO,30,1120,E. E. PADRE JOSÉ SCHNEIDER,2
CRISTIANO DA SILVA DANGELO,SILVES,24,1031,E. M. ALDA MARTINS,2
CRISTIANO DA SILVA DANGELO,SÃO GABRIEL DA CACHOEIRA,19,1104,E. M. DA COMUNIDADE DE SÃO LUIZ,2
CRISTIANO DA SILVA DANGELO,SÃO GABRIEL DA CACHOEIRA,19,1619,E. E. SAGRADA FAMÍLIA,2
CRISTIANO DA SILVA DANGELO,SÃO PAULO DE OLIVENÇA,22,1074,E. M. ONÉSIMO DOS SANTOS GOMES,2
CRISTIANO DA SILVA DANGELO,TEFÉ,9,1139,E. E. EDUARDO RIBEIRO,2
CRISTIANO DA SILVA DANGELO,TEFÉ,9,1155,E. E. FREI ANDRE DA COSTA,2
CRISTIANO DA SILVA DANGELO,TEFÉ,9,1171,E. E. ISIDORO GONCALVES DE SOUSA,2
